[6, 10, 20, 30, 40, 50, 60, 80, 100]
[256, 304, 464, 608, 784, 896, 1008, 1264, 1664]
[2748.1538741588874, 3141.5166360391304, 4838.3729241267065, 8317.342035683947, 10839.280799939104, 12378.826487194536, 13716.259879177178, 20711.678403291284, 27685.913597630453]
[0.9327149645969655, 0.8885179978200984, 0.7771753946754085, 0.6472382599674124, 0.5329056625320361, 0.43663917435343114, 0.35317309321773804, 0.18075562366174033, 0.08453261690951626]
[1, 1, 1, 1, 1, 1, 1, 1, 1]
[0.9558895783575598, 0.9275689688183278, 0.860384191914696, 0.798065677681905, 0.7402609576967044, 0.6866430931872, 0.6369088258938782, 0.5479862854900421, 0.47147873742168583]
[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]
[0.9831353223738244, 0.9743224148844498, 0.9531108968798946, 0.9323611649219129, 0.9066044494080766, 0.8877549425285931, 0.8701675093639106, 0.8235779600286185, 0.7873207291459615]
[0.9924940643810173, 0.9831444326537122, 0.9477268509095367, 0.8698440002818559, 0.794049623361978, 0.7163059230310771, 0.6372465289348955, 0.40051373358672426, 0.22772489785195324]
[16, 19, 29, 38, 49, 56, 63, 79, 104]
