[6, 10, 20, 30, 40, 50, 60, 80, 100]
[176, 256, 416, 480, 624, 752, 816, 1024, 1344]
[1026.8869572834585, 1610.206628982445, 2976.4847040681334, 3863.213536237674, 5461.342073356775, 7417.197475999815, 8019.1745864987815, 11437.577063173045, 16317.647806746518]
[0.9260537140372864, 0.8742013038215156, 0.7495479172743761, 0.6388877319311735, 0.472966484610689, 0.3638007045755676, 0.33943270520867996, 0.19602999493279563, 0.07011336335435853]
[1, 1, 1, 1, 1, 1, 1, 1, 1]
[0.9558895783575599, 0.9275689688183277, 0.8603841919146961, 0.798065677681905, 0.7402609576967044, 0.6866430931872, 0.6369088258938781, 0.547986285490042, 0.47147873742168583]
[0.9850934380853521, 0.9752793831785673, 0.9511698752531668, 0.9276563692349433, 0.8185257542796962, 0.7785570395897228, 0.8605463393821575, 0.8185257542796961, 0.6061510638947132]
[0.988065780494209, 0.9782294672887405, 0.9578907814534667, 0.9407945259609454, 0.9175547491935326, 0.8931001648639156, 0.881559269744316, 0.8503722756378915, 0.8000255819490801]
[0.9953255814847639, 0.987860121945466, 0.9561651232798609, 0.9172843895207259, 0.8507093105286598, 0.7619770210015884, 0.7025069744742084, 0.5139387902301061, 0.306657748553002]
[11, 16, 26, 30, 39, 47, 51, 64, 84]
[35.04614996910095, 36.93311047554016, 41.44156265258789, 40.9139769077301, 41.0154983997345, 40.95417618751526, 43.75796556472778, 45.58459711074829, 45.001537799835205]
[615, 870, 1830, 2850, 3795, 4725, 5700, 7350, 9735]
[4861.541215116963, 6827.780980340288, 13838.14669563917, 21014.769302036173, 28181.060849572583, 38063.11612574058, 45328.25606140555, 62338.24653698573, 87794.19558039973]
[0.892460737112073, 0.8129096929951728, 0.5913589709761472, 0.38668343779224185, 0.20217834041083912, 0.0936356849963935, 0.048773668175998805, 0.006377010810221083, 0.00019058962775603424]
[1, 1, 1, 1, 1, 1, 1, 1, 1]
[0.9558895783575599, 0.9275689688183277, 0.8603841919146961, 0.798065677681905, 0.7402609576967044, 0.6866430931872, 0.6369088258938781, 0.547986285490042, 0.47147873742168583]
[0.9850934380853521, 0.9752793831785673, 0.9511698752531668, 0.9276563692349433, 0.8185257542796962, 0.7785570395897228, 0.8605463393821575, 0.8185257542796961, 0.6061510638947132]
[0.9684910757595269, 0.9455126435024223, 0.8904235427767184, 0.8435930602951371, 0.7881088379839447, 0.7421906713080446, 0.7073900163863013, 0.6362102740050803, 0.5508469925766851]
[0.9786070559223471, 0.9503852919686441, 0.8115290033045824, 0.6191513273001846, 0.42338087493445514, 0.23599587328052998, 0.12579835568298978, 0.022346753418151705, 0.001210668647014906]
[56, 82, 172, 269, 360, 446, 542, 702, 927]
[109.26801466941833, 110.60866260528564, 121.39500904083252, 126.4803421497345, 142.49038910865784, 141.31887650489807, 140.20601725578308, 145.04796743392944, 167.0341513156891]
